,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,Temporada,Equipe
8,2023-10-21,18:30,Bundesliga,Rodada da semana 8,sáb,Em casa,D,1.0,3.0,Bayern Munich,1.1,1.8,38.0,33.305,Robin Zentner,3-4-2003,Sascha Stegemann,Relatório da Partida,,16.0,3.0,149.0,0.0,2024,Mainz 05
9,2023-10-27,20:30,Bundesliga,Rodada da semana 9,sex,Visitante,E,2.0,2.0,Bochum,0.4,1.4,50.0,26.0,Robin Zentner,3-4-2003,Patrick Ittrich,Relatório da Partida,,9.0,3.0,196.0,0.0,2024,Mainz 05
11,2023-11-04,15:30,Bundesliga,Rodada da semana 10,sáb,Em casa,V,2.0,0.0,RB Leipzig,0.9,0.5,33.0,30.1,Robin Zentner,3-4-2003,Bastian Dankert,Relatório da Partida,,10.0,3.0,176.0,0.0,2024,Mainz 05
12,2023-11-11,15:30,Bundesliga,Rodada da semana 11,sáb,Visitante,E,0.0,0.0,Darmstadt 98,0.7,0.5,44.0,17.81,Robin Zentner,3-4-2003,Daniel Siebert,Relatório da Partida,,11.0,1.0,185.0,0.0,2024,Mainz 05
13,2023-11-26,17:30,Bundesliga,Rodada da semana 12,dom,Visitante,E,1.0,1.0,Hoffenheim,1.8,1.2,47.0,22.0,Silvan Widmer,4-2-3-1,Deniz Aytekin,Relatório da Partida,,13.0,4.0,223.0,2.0,2024,Mainz 05
14,2023-12-03,15:30,Bundesliga,Rodada da semana 13,dom,Em casa,D,0.0,1.0,Freiburg,2.3,0.9,61.0,30.3,Silvan Widmer,4-2-3-1,Tobias Stieler,Relatório da Partida,,20.0,5.0,139.0,0.0,2024,Mainz 05
15,2023-12-10,17:30,Bundesliga,Rodada da semana 14,dom,Visitante,E,0.0,0.0,Köln,1.4,0.3,46.0,50.0,Silvan Widmer,3-4-2003,Frank Willenborg,Relatório da Partida,,13.0,5.0,146.0,0.0,2024,Mainz 05
16,2023-12-16,15:30,Bundesliga,Rodada da semana 15,sáb,Em casa,D,0.0,1.0,Heidenheim,1.6,0.5,65.0,27.2,Dominik Kohr,4-2-3-1,Bastian Dankert,Relatório da Partida,,19.0,3.0,150.0,1.0,2024,Mainz 05
17,2023-12-19,20:30,Bundesliga,Rodada da semana 16,ter,Visitante,E,1.0,1.0,Dortmund,0.9,1.2,35.0,80.35,Silvan Widmer,3-4-2003,Marco Fritz,Relatório da Partida,,11.0,6.0,203.0,1.0,2024,Mainz 05
18,2024-01-13,15:30,Bundesliga,Rodada da semana 17,sáb,Em casa,E,1.0,1.0,Wolfsburg,0.4,0.6,52.0,24.0,Silvan Widmer,3-1-4-2,Patrick Ittrich,Relatório da Partida,,11.0,2.0,183.0,0.0,2024,Mainz 05
19,2024-01-26,20:30,Bundesliga,Rodada da semana 19,sex,Visitante,D,0.0,1.0,Eint Frankfurt,0.8,1.3,45.0,58.0,Silvan Widmer,3-5-2002,Felix Zwayer,Relatório da Partida,,7.0,0.0,175.0,0.0,2024,Mainz 05
20,2024-02-03,15:30,Bundesliga,Rodada da semana 20,sáb,Em casa,D,0.0,1.0,Werder Bremen,0.8,0.6,59.0,31.8,Silvan Widmer,4-2-3-1,Benjamin Brand,Relatório da Partida,,23.0,5.0,219.0,1.0,2024,Mainz 05
21,2024-02-07,18:30,Bundesliga,Rodada da semana 18,qua,Em casa,E,1.0,1.0,Union Berlin,1.3,1.0,46.0,26.2,Robin Zentner,4-3-2003,Martin Petersen,Relatório da Partida,,16.0,6.0,146.0,2.0,2024,Mainz 05
22,2024-02-11,15:30,Bundesliga,Rodada da semana 21,dom,Visitante,D,1.0,3.0,Stuttgart,1.4,1.9,39.0,52.005,Robin Zentner,3-4-2003,Deniz Aytekin,Relatório da Partida,,17.0,6.0,172.0,0.0,2024,Mainz 05
23,2024-02-17,15:30,Bundesliga,Rodada da semana 22,sáb,Em casa,V,1.0,0.0,Augsburg,2.1,1.0,46.0,24.8,Robin Zentner,3-4-2003,Tobias Reichel,Relatório da Partida,,17.0,4.0,167.0,0.0,2024,Mainz 05
24,2024-02-23,20:30,Bundesliga,Rodada da semana 23,sex,Visitante,D,1.0,2.0,Leverkusen,0.9,1.2,33.0,30.21,Silvan Widmer,3-4-2003,Timo Gerach,Relatório da Partida,,13.0,4.0,212.0,0.0,2024,Mainz 05
1,2023-08-20,17:30,Bundesliga,Rodada da semana 1,dom,Visitante,D,0.0,1.0,Eint Frankfurt,0.5,1.5,39.0,54.0,Fabian Holland,3-4-2003,Harm Osmers,Relatório da Partida,,10.0,2.0,190.0,0.0,2024,Darmstadt 98
2,2023-08-26,15:30,Bundesliga,Rodada da semana 2,sáb,Em casa,D,1.0,4.0,Union Berlin,2.3,1.7,73.0,17.81,Fabian Holland,3-4-2003,Patrick Ittrich,Relatório da Partida,,21.0,6.0,160.0,0.0,2024,Darmstadt 98
3,2023-09-02,15:30,Bundesliga,Rodada da semana 3,sáb,Visitante,D,1.0,5.0,Leverkusen,0.4,2.8,28.0,29.653,Fabian Holland,3-4-1-2,Sven Jablonski,Relatório da Partida,,5.0,1.0,178.0,0.0,2024,Darmstadt 98
4,2023-09-17,17:30,Bundesliga,Rodada da semana 4,dom,Em casa,E,3.0,3.0,M'Gladbach,1.2,3.9,37.0,17.81,Fabian Holland,3-5-2002,Timo Gerach,Relatório da Partida,,15.0,8.0,216.0,2.0,2024,Darmstadt 98
5,2023-09-22,20:30,Bundesliga,Rodada da semana 5,sex,Visitante,D,1.0,3.0,Stuttgart,0.2,2.3,42.0,54.0,Fabian Holland,5-4-2001,Matthias Jöllenbeck,Relatório da Partida,,4.0,0.0,193.0,0.0,2024,Darmstadt 98
6,2023-10-01,15:30,Bundesliga,Rodada da semana 6,dom,Em casa,V,4.0,2.0,Werder Bremen,2.4,1.5,43.0,17.81,Fabian Holland,3-5-2002,Martin Petersen,Relatório da Partida,,13.0,4.0,170.0,0.0,2024,Darmstadt 98
7,2023-10-07,15:30,Bundesliga,Rodada da semana 7,sáb,Visitante,V,2.0,1.0,Augsburg,1.8,0.9,52.0,29.2,Fabian Holland,3-4-1-2,Deniz Aytekin,Relatório da Partida,,16.0,4.0,193.0,0.0,2024,Darmstadt 98
8,2023-10-21,15:30,Bundesliga,Rodada da semana 8,sáb,Em casa,D,1.0,3.0,RB Leipzig,2.4,1.9,57.0,17.81,Fabian Holland,3-4-1-2,Harm Osmers,Relatório da Partida,,17.0,3.0,148.0,0.0,2024,Darmstadt 98
9,2023-10-28,15:30,Bundesliga,Rodada da semana 9,sáb,Visitante,D,0.0,8.0,Bayern Munich,0.7,5.8,46.0,75.0,Tobias Kempe,3-4-1-2,Martin Petersen,Relatório da Partida,,9.0,4.0,198.0,1.0,2024,Darmstadt 98
10,2023-11-03,20:30,Bundesliga,Rodada da semana 10,sex,Em casa,D,1.0,2.0,Bochum,0.7,1.2,58.0,17.81,Fabian Holland,3-4-1-2,Marco Fritz,Relatório da Partida,,15.0,4.0,207.0,1.0,2024,Darmstadt 98
11,2023-11-11,15:30,Bundesliga,Rodada da semana 11,sáb,Em casa,E,0.0,0.0,Mainz 05,0.5,0.7,56.0,17.81,Marcel Schuhen,3-5-2002,Daniel Siebert,Relatório da Partida,,10.0,3.0,204.0,0.0,2024,Darmstadt 98
12,2023-11-25,15:30,Bundesliga,Rodada da semana 12,sáb,Visitante,E,1.0,1.0,Freiburg,0.4,1.6,34.0,34.3,Fabian Holland,3-4-2003,Sascha Stegemann,Relatório da Partida,,7.0,1.0,197.0,0.0,2024,Darmstadt 98
13,2023-12-01,20:30,Bundesliga,Rodada da semana 13,sex,Em casa,D,0.0,1.0,Köln,0.7,1.5,45.0,17.81,Fabian Holland,4-5-2001,Patrick Ittrich,Relatório da Partida,,11.0,2.0,206.0,2.0,2024,Darmstadt 98
14,2023-12-09,15:30,Bundesliga,Rodada da semana 14,sáb,Visitante,D,2.0,3.0,Heidenheim,0.9,1.4,56.0,15.0,Fabian Holland,3-4-1-2,Daniel Schlager,Relatório da Partida,,20.0,7.0,209.0,0.0,2024,Darmstadt 98
15,2023-12-16,15:30,Bundesliga,Rodada da semana 15,sáb,Em casa,D,0.0,1.0,Wolfsburg,0.6,0.6,63.0,16.9,Marcel Schuhen,3-4-1-2,Robert Hartmann,Relatório da Partida,,13.0,4.0,209.0,1.0,2024,Darmstadt 98
16,2023-12-19,20:30,Bundesliga,Rodada da semana 16,ter,Visitante,E,3.0,3.0,Hoffenheim,0.8,3.5,55.0,18.125,Tobias Kempe,3-4-1-2,Frank Willenborg,Relatório da Partida,,15.0,3.0,202.0,0.0,2024,Darmstadt 98
17,2024-01-13,18:30,Bundesliga,Rodada da semana 17,sáb,Em casa,D,0.0,3.0,Dortmund,1.0,3.1,48.0,17.81,Fabian Holland,5-3-2002,Deniz Aytekin,Relatório da Partida,,11.0,2.0,204.0,1.0,2024,Darmstadt 98
18,2024-01-20,15:30,Bundesliga,Rodada da semana 18,sáb,Em casa,E,2.0,2.0,Eint Frankfurt,1.1,1.2,50.0,17.75,Fabian Holland,3-4-3◆,Daniel Siebert,Relatório da Partida,,12.0,3.0,183.0,0.0,2024,Darmstadt 98
19,2024-01-28,15:30,Bundesliga,Rodada da semana 19,dom,Visitante,D,0.0,1.0,Union Berlin,1.1,2.5,50.0,21.786,Fabian Holland,3-3-3-1,Harm Osmers,Relatório da Partida,,16.0,1.0,176.0,0.0,2024,Darmstadt 98
20,2024-02-03,15:30,Bundesliga,Rodada da semana 20,sáb,Em casa,D,0.0,2.0,Leverkusen,0.6,1.9,33.0,17.81,Fabian Holland,4-4-2002,Tobias Reichel,Relatório da Partida,,8.0,6.0,169.0,0.0,2024,Darmstadt 98
21,2024-02-10,15:30,Bundesliga,Rodada da semana 21,sáb,Visitante,E,0.0,0.0,M'Gladbach,0.7,1.5,42.0,46.121,Fabian Holland,3-4-1-2,Sascha Stegemann,Relatório da Partida,,10.0,1.0,215.0,0.0,2024,Darmstadt 98
22,2024-02-17,15:30,Bundesliga,Rodada da semana 22,sáb,Em casa,D,1.0,2.0,Stuttgart,1.7,1.6,57.0,17.81,Fabian Holland,3-4-1-2,Tobias Welz,Relatório da Partida,,20.0,7.0,157.0,1.0,2024,Darmstadt 98
23,2024-02-24,15:30,Bundesliga,Rodada da semana 23,sáb,Visitante,E,1.0,1.0,Werder Bremen,0.8,1.2,45.0,42.358,Fabian Holland,3-5-2002,Florian Badstübner,Relatório da Partida,,12.0,3.0,157.0,0.0,2024,Darmstadt 98
1,2022-08-05,20:30,Bundesliga,Rodada da semana 1,sex,Visitante,V,6,1,Eint Frankfurt,4.0,0.9,63.0,51.5,Manuel Neuer,4-4-2002,Deniz Aytekin,Relatório da Partida,,23.0,10.0,166.0,1.0,2023,Bayern Munich
2,2022-08-14,17:30,Bundesliga,Rodada da semana 2,dom,Em casa,V,2,0,Wolfsburg,2.0,0.5,68.0,75.0,Manuel Neuer,4-2-3-1,Harm Osmers,Relatório da Partida,,24.0,8.0,184.0,0.0,2023,Bayern Munich
3,2022-08-21,17:30,Bundesliga,Rodada da semana 3,dom,Visitante,V,7,0,Bochum,2.9,0.7,64.0,26.0,Manuel Neuer,4-4-2002,Daniel Siebert,Relatório da Partida,,21.0,11.0,183.0,1.0,2023,Bayern Munich
4,2022-08-27,18:30,Bundesliga,Rodada da semana 4,sáb,Em casa,E,1,1,M'Gladbach,2.8,0.5,69.0,75.0,Manuel Neuer,4-2-2-2,Daniel Schlager,Relatório da Partida,,33.0,20.0,174.0,1.0,2023,Bayern Munich
6,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Visitante,E,1,1,Union Berlin,1.5,0.3,74.0,22.012,Manuel Neuer,4-2-3-1,Frank Willenborg,Relatório da Partida,,21.0,6.0,181.0,0.0,2023,Bayern Munich
8,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Em casa,E,2,2,Stuttgart,2.2,1.2,66.0,75.0,Manuel Neuer,4-2-3-1,Christian Dingert,Relatório da Partida,,19.0,6.0,175.0,1.0,2023,Bayern Munich
10,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Visitante,D,0,1,Augsburg,1.6,1.7,76.0,30.66,Manuel Neuer,4-2-3-1,Marco Fritz,Relatório da Partida,,19.0,6.0,188.0,0.0,2023,Bayern Munich
11,2022-09-30,20:30,Bundesliga,Rodada da semana 8,sex,Em casa,V,4,0,Leverkusen,1.9,0.8,62.0,75.0,Manuel Neuer,4-2-3-1,Tobias Stieler,Relatório da Partida,,20.0,9.0,166.0,2.0,2023,Bayern Munich
13,2022-10-08,18:30,Bundesliga,Rodada da semana 9,sáb,Visitante,E,2,2,Dortmund,0.6,1.6,56.0,81.365,Manuel Neuer,4-2-3-1,Deniz Aytekin,Relatório da Partida,,9.0,3.0,205.0,0.0,2023,Bayern Munich
15,2022-10-16,19:30,Bundesliga,Rodada da semana 10,dom,Em casa,V,5,0,Freiburg,2.1,0.3,66.0,75.0,Joshua Kimmich,4-2-3-1,Sascha Stegemann,Relatório da Partida,,16.0,8.0,184.0,0.0,2023,Bayern Munich
17,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Visitante,V,2,0,Hoffenheim,2.4,0.8,58.0,30.15,Joshua Kimmich,4-2-3-1,Sven Jablonski,Relatório da Partida,,21.0,9.0,139.0,0.0,2023,Bayern Munich
19,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Em casa,V,6,2,Mainz 05,3.1,2.2,69.0,75.0,Joshua Kimmich,4-2-3-1,Felix Zwayer,Relatório da Partida,,23.0,12.0,153.0,0.0,2023,Bayern Munich
21,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Visitante,V,3,2,Hertha BSC,1.9,1.2,72.0,74.667,Manuel Neuer,4-2-3-1,Bastian Dankert,Relatório da Partida,,14.0,4.0,171.0,1.0,2023,Bayern Munich
22,2022-11-08,20:30,Bundesliga,Rodada da semana 14,ter,Em casa,V,6,1,Werder Bremen,4.4,1.3,61.0,75.0,Manuel Neuer,4-2-3-1,Robert Hartmann,Relatório da Partida,,20.0,9.0,144.0,0.0,2023,Bayern Munich
23,2022-11-12,18:30,Bundesliga,Rodada da semana 15,sáb,Visitante,V,2,0,Schalke 04,1.9,0.8,68.0,62.271,Manuel Neuer,4-2-3-1,Felix Zwayer,Relatório da Partida,,21.0,6.0,187.0,0.0,2023,Bayern Munich
24,2023-01-20,20:30,Bundesliga,Rodada da semana 16,sex,Visitante,E,1,1,RB Leipzig,0.7,0.7,58.0,47.069,Joshua Kimmich,4-2-3-1,Daniel Siebert,Relatório da Partida,,7.0,2.0,139.0,0.0,2023,Bayern Munich
25,2023-01-24,20:30,Bundesliga,Rodada da semana 17,ter,Em casa,E,1,1,Köln,1.4,0.8,77.0,75.0,Joshua Kimmich,4-2-3-1,Tobias Stieler,Relatório da Partida,,25.0,7.0,173.0,0.0,2023,Bayern Munich
26,2023-01-28,18:30,Bundesliga,Rodada da semana 18,sáb,Em casa,E,1,1,Eint Frankfurt,1.6,0.6,67.0,75.0,Thomas Müller,4-1-4-1,Sven Jablonski,Relatório da Partida,,14.0,5.0,179.0,0.0,2023,Bayern Munich
28,2023-02-05,17:30,Bundesliga,Rodada da semana 19,dom,Visitante,V,4,2,Wolfsburg,0.5,2.2,48.0,30.0,Thomas Müller,4-2-3-1,Harm Osmers,Relatório da Partida,,9.0,4.0,196.0,0.0,2023,Bayern Munich
29,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Em casa,V,3,0,Bochum,3.7,0.3,64.0,75.0,Thomas Müller,3-1-4-2,Matthias Jöllenbeck,Relatório da Partida,,22.0,11.0,167.0,0.0,2023,Bayern Munich
31,2023-02-18,15:30,Bundesliga,Rodada da semana 21,sáb,Visitante,D,2,3,M'Gladbach,1.1,2.4,47.0,54.042,Thomas Müller,3-1-4-2,Tobias Welz,Relatório da Partida,,13.0,5.0,184.0,0.0,2023,Bayern Munich
32,2023-02-26,17:30,Bundesliga,Rodada da semana 22,dom,Em casa,V,3,0,Union Berlin,3.6,0.4,69.0,75.0,Thomas Müller,4-2-3-1,Marco Fritz,Relatório da Partida,,20.0,9.0,138.0,0.0,2023,Bayern Munich
33,2023-03-04,18:30,Bundesliga,Rodada da semana 23,sáb,Visitante,V,2,1,Stuttgart,2.1,0.8,60.0,47.8,Thomas Müller,4-2-3-1,Christian Dingert,Relatório da Partida,,14.0,6.0,149.0,0.0,2023,Bayern Munich
35,2023-03-11,15:30,Bundesliga,Rodada da semana 24,sáb,Em casa,V,5,3,Augsburg,2.4,2.5,65.0,75.0,Joshua Kimmich,3-4-2003,Florian Badstübner,Relatório da Partida,,23.0,8.0,161.0,1.0,2023,Bayern Munich
36,2023-03-19,17:30,Bundesliga,Rodada da semana 25,dom,Visitante,D,1,2,Leverkusen,1.0,2.0,60.0,30.21,Thomas Müller,3-1-4-2,Tobias Stieler,Relatório da Partida,,11.0,6.0,150.0,0.0,2023,Bayern Munich
37,2023-04-01,18:30,Bundesliga,Rodada da semana 26,sáb,Em casa,V,4,2,Dortmund,2.4,1.5,48.0,75.0,Thomas Müller,4-2-3-1,Marco Fritz,Relatório da Partida,,16.0,9.0,165.0,0.0,2023,Bayern Munich
39,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Visitante,V,1,0,Freiburg,3.5,1.0,66.0,34.7,Thomas Müller,4-1-4-1,Daniel Siebert,Relatório da Partida,,22.0,8.0,162.0,0.0,2023,Bayern Munich
41,2023-04-15,15:30,Bundesliga,Rodada da semana 28,sáb,Em casa,E,1,1,Hoffenheim,1.6,0.4,66.0,75.0,Thomas Müller,4-2-3-1,Bastian Dankert,Relatório da Partida,,22.0,8.0,178.0,0.0,2023,Bayern Munich
43,2023-04-22,15:30,Bundesliga,Rodada da semana 29,sáb,Visitante,D,1,3,Mainz 05,1.9,1.6,74.0,33.305,Thomas Müller,3-1-4-2,Felix Zwayer,Relatório da Partida,,11.0,2.0,143.0,0.0,2023,Bayern Munich
44,2023-04-30,15:30,Bundesliga,Rodada da semana 30,dom,Em casa,V,2,0,Hertha BSC,2.7,0.1,80.0,75.0,Joshua Kimmich,4-2-3-1,Patrick Ittrich,Relatório da Partida,,26.0,9.0,163.0,1.0,2023,Bayern Munich
45,2023-05-06,18:30,Bundesliga,Rodada da semana 31,sáb,Visitante,V,2,1,Werder Bremen,1.4,0.7,67.0,42.1,Joshua Kimmich,4-2-3-1,Christian Dingert,Relatório da Partida,,13.0,4.0,147.0,0.0,2023,Bayern Munich
46,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Em casa,V,6,0,Schalke 04,5.3,0.4,62.0,75.0,Thomas Müller,4-1-4-1,Robert Schröder,Relatório da Partida,,24.0,12.0,165.0,1.0,2023,Bayern Munich
47,2023-05-20,18:30,Bundesliga,Rodada da semana 33,sáb,Em casa,D,1,3,RB Leipzig,1.6,2.8,60.0,75.0,Thomas Müller,4-2-3-1,Deniz Aytekin,Relatório da Partida,,17.0,5.0,183.0,0.0,2023,Bayern Munich
48,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Visitante,V,2,1,Köln,1.3,1.3,53.0,50.0,Thomas Müller,4-2-3-1,Sven Jablonski,Relatório da Partida,,12.0,4.0,131.0,0.0,2023,Bayern Munich
1,2022-08-06,18:30,Bundesliga,Rodada da semana 1,sáb,Em casa,V,1,0,Leverkusen,1.8,1.3,45.0,81.365,Marco Reus,4-3-2003,Felix Brych,Relatório da Partida,,14.0,4.0,178.0,1.0,2023,Dortmund
2,2022-08-12,20:30,Bundesliga,Rodada da semana 2,sex,Visitante,V,3,1,Freiburg,1.1,1.0,61.0,34.7,Marco Reus,4-2-3-1,Tobias Welz,Relatório da Partida,,13.0,6.0,206.0,1.0,2023,Dortmund
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Em casa,D,2,3,Werder Bremen,0.5,1.3,50.0,81.365,Marco Reus,4-2-3-1,Florian Badstübner,Relatório da Partida,,6.0,4.0,212.0,0.0,2023,Dortmund
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Visitante,V,1,0,Hertha BSC,2.7,0.5,62.0,62.142,Marco Reus,4-2-3-1,Tobias Stieler,Relatório da Partida,,22.0,6.0,145.0,1.0,2023,Dortmund
5,2022-09-02,20:30,Bundesliga,Rodada da semana 5,sex,Em casa,V,1,0,Hoffenheim,2.0,0.5,49.0,79.3,Marco Reus,4-5-2001,Daniel Siebert,Relatório da Partida,,15.0,5.0,133.0,0.0,2023,Dortmund
7,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Visitante,D,0,3,RB Leipzig,0.6,2.0,55.0,47.069,Marco Reus,4-2-3-1,Sven Jablonski,Relatório da Partida,,5.0,0.0,128.0,0.0,2023,Dortmund
9,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Em casa,V,1,0,Schalke 04,1.8,0.1,65.0,81.1,Marco Reus,4-2-3-1,Felix Brych,Relatório da Partida,,17.0,5.0,141.0,0.0,2023,Dortmund
10,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Visitante,D,2,3,Köln,2.5,1.9,58.0,50.0,Jude Bellingham,4-2-3-1,Harm Osmers,Relatório da Partida,,22.0,8.0,164.0,1.0,2023,Dortmund
12,2022-10-08,18:30,Bundesliga,Rodada da semana 9,sáb,Em casa,E,2,2,Bayern Munich,1.6,0.6,44.0,81.365,Mats Hummels,4-3-2003,Deniz Aytekin,Relatório da Partida,,12.0,6.0,155.0,0.0,2023,Dortmund
14,2022-10-16,17:30,Bundesliga,Rodada da semana 10,dom,Visitante,D,0,2,Union Berlin,0.8,1.9,76.0,22.012,Mats Hummels,3-5-2002,Tobias Stieler,Relatório da Partida,,14.0,6.0,183.0,1.0,2023,Dortmund
16,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Em casa,V,5,0,Stuttgart,2.6,1.0,60.0,81.365,Mats Hummels,4-2-3-1,Daniel Schlager,Relatório da Partida,,18.0,10.0,172.0,1.0,2023,Dortmund
18,2022-10-29,18:30,Bundesliga,Rodada da semana 12,sáb,Visitante,V,2,1,Eint Frankfurt,0.6,1.9,42.0,50.0,Mats Hummels,4-2-3-1,Sascha Stegemann,Relatório da Partida,,7.0,2.0,211.0,1.0,2023,Dortmund
20,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Em casa,V,3,0,Bochum,1.5,0.6,60.0,81.365,Mats Hummels,4-2-3-1,Tobias Stieler,Relatório da Partida,,5.0,2.0,257.0,1.0,2023,Dortmund
21,2022-11-08,18:30,Bundesliga,Rodada da semana 14,ter,Visitante,D,0,2,Wolfsburg,1.6,2.4,63.0,28.675,Mats Hummels,4-2-3-1,Christian Dingert,Relatório da Partida,,21.0,6.0,169.0,1.0,2023,Dortmund
22,2022-11-11,20:30,Bundesliga,Rodada da semana 15,sex,Visitante,D,2,4,M'Gladbach,3.0,2.1,61.0,54.042,Mats Hummels,4-2-3-1,Sven Jablonski,Relatório da Partida,,20.0,10.0,135.0,1.0,2023,Dortmund
23,2023-01-22,15:30,Bundesliga,Rodada da semana 16,dom,Em casa,V,4,3,Augsburg,2.9,1.7,68.0,81.365,Mats Hummels,4-2-3-1,Frank Willenborg,Relatório da Partida,,27.0,9.0,160.0,0.0,2023,Dortmund
24,2023-01-25,18:30,Bundesliga,Rodada da semana 17,qua,Visitante,V,2,1,Mainz 05,1.5,1.2,62.0,31.5,Niklas Süle,4-2-3-1,Sascha Stegemann,Relatório da Partida,,11.0,6.0,182.0,0.0,2023,Dortmund
25,2023-01-29,17:30,Bundesliga,Rodada da semana 18,dom,Visitante,V,2,0,Leverkusen,0.9,1.7,44.0,30.21,Jude Bellingham,4-5-2001,Tobias Welz,Relatório da Partida,,6.0,2.0,204.0,0.0,2023,Dortmund
26,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Em casa,V,5,1,Freiburg,1.9,0.4,76.0,81.365,Marco Reus,4-1-4-1,Robert Schröder,Relatório da Partida,,26.0,10.0,191.0,1.0,2023,Dortmund
28,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Visitante,V,2,0,Werder Bremen,2.5,0.6,56.0,42.1,Marco Reus,4-1-4-1,Felix Brych,Relatório da Partida,,18.0,9.0,159.0,0.0,2023,Dortmund
30,2023-02-19,17:30,Bundesliga,Rodada da semana 21,dom,Em casa,V,4,1,Hertha BSC,2.5,1.1,58.0,81.365,Marco Reus,4-5-2001,Harm Osmers,Relatório da Partida,,12.0,5.0,160.0,1.0,2023,Dortmund
31,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Visitante,V,1,0,Hoffenheim,2.3,1.3,56.0,30.15,Marco Reus,4-3-2003,Martin Petersen,Relatório da Partida,,25.0,11.0,150.0,0.0,2023,Dortmund
32,2023-03-03,20:30,Bundesliga,Rodada da semana 23,sex,Em casa,V,2,1,RB Leipzig,1.2,2.2,38.0,81.365,Marco Reus,4-1-4-1,Sven Jablonski,Relatório da Partida,,7.0,2.0,215.0,1.0,2023,Dortmund
34,2023-03-11,18:30,Bundesliga,Rodada da semana 24,sáb,Visitante,E,2,2,Schalke 04,2.0,1.5,65.0,61.571,Mats Hummels,4-3-2003,Marco Fritz,Relatório da Partida,,20.0,8.0,180.0,1.0,2023,Dortmund
35,2023-03-18,18:30,Bundesliga,Rodada da semana 25,sáb,Em casa,V,6,1,Köln,3.3,1.6,63.0,81.365,Marco Reus,4-3-2003,Daniel Siebert,Relatório da Partida,,12.0,8.0,124.0,1.0,2023,Dortmund
36,2023-04-01,18:30,Bundesliga,Rodada da semana 26,sáb,Visitante,D,2,4,Bayern Munich,1.5,2.4,52.0,75.0,Marco Reus,4-5-2001,Marco Fritz,Relatório da Partida,,9.0,3.0,172.0,0.0,2023,Dortmund
38,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Em casa,V,2,1,Union Berlin,2.6,0.5,63.0,81.365,Mats Hummels,4-3-2003,Daniel Schlager,Relatório da Partida,,15.0,6.0,154.0,0.0,2023,Dortmund
39,2023-04-15,15:30,Bundesliga,Rodada da semana 28,sáb,Visitante,E,3,3,Stuttgart,1.8,1.4,57.0,47.3,Mats Hummels,4-1-4-1,Harm Osmers,Relatório da Partida,,15.0,6.0,160.0,1.0,2023,Dortmund
40,2023-04-22,18:30,Bundesliga,Rodada da semana 29,sáb,Em casa,V,4,0,Eint Frankfurt,1.1,0.6,55.0,81.365,Mats Hummels,4-3-2003,Deniz Aytekin,Relatório da Partida,,14.0,7.0,169.0,1.0,2023,Dortmund
41,2023-04-28,20:30,Bundesliga,Rodada da semana 30,sex,Visitante,E,1,1,Bochum,2.7,0.9,66.0,26.0,Mats Hummels,4-3-2003,Sascha Stegemann,Relatório da Partida,,22.0,7.0,141.0,0.0,2023,Dortmund
42,2023-05-07,17:30,Bundesliga,Rodada da semana 31,dom,Em casa,V,6,0,Wolfsburg,4.2,1.2,57.0,81.365,Mats Hummels,4-3-2003,Marco Fritz,Relatório da Partida,,19.0,10.0,184.0,1.0,2023,Dortmund
43,2023-05-13,18:30,Bundesliga,Rodada da semana 32,sáb,Em casa,V,5,2,M'Gladbach,4.5,2.0,54.0,81.365,Mats Hummels,4-2-3-1,Daniel Schlager,Relatório da Partida,,33.0,11.0,185.0,1.0,2023,Dortmund
44,2023-05-21,17:30,Bundesliga,Rodada da semana 33,dom,Visitante,V,3,0,Augsburg,3.1,0.2,64.0,30.66,Mats Hummels,4-5-2001,Tobias Welz,Relatório da Partida,,28.0,10.0,169.0,1.0,2023,Dortmund
